,北海道,東北,関東,北陸信越,中部,近畿,中国,四国,九州,沖縄
1,-0.025228992824482214,-0.01699581059776336,-0.10757505807700053,-0.012330005058715478,-0.00931957821117927,-0.019376599266240684,-0.003181833808918073,-0.002720410197977496,-0.005071485052232465,-0.0006510026570534701
2,-0.0171104911865389,-0.05070453663639622,-0.08766336458604483,-0.005178061873492823,-0.009891262174068927,-0.007733695465328151,-0.0028223212136988048,-0.0018982461482547433,-0.0009341433826599019,-0.0005567042714221866
3,-0.013020298709781981,-0.005759568584885736,-0.049823190526941355,-0.003183061652480981,-0.01131752525674209,-0.008812233250985955,-0.0017408366034900224,-0.00154462720213743,-0.001956691501849132,-0.0005360764995653433
4,-0.005449906438320504,-0.1013899189132111,-0.04838514014606428,-0.0031594870560731603,-0.006107539450613677,-0.0018105781178631574,-2.5784714821054076e-05,0.0002499889494079336,0.0006866101203777829,0.00040690735674749144
5,0.08141364085084647,-0.03807149978635522,0.005397354733828057,0.004257670338737481,0.0022968041687744627,0.011014002327991396,0.0010556998953877284,7.317947634927707e-05,0.0005834712610935665,-0.00022371309716171685
6,0.08309922449400567,0.03986611593790058,-0.01215393229179458,0.007614103502300977,-0.00014021973488401968,-0.0018930892052905304,0.0009879229307152434,0.0011664513847619699,-0.002593205604860296,-0.00015888295704020945
7,-0.018645786777598237,0.05644200403714963,0.00506141673501661,0.0019709344871788564,-0.0016018447121689135,-0.005178798579630564,0.0004869627570490498,-0.00045724894282669253,-0.0019478510281961993,-0.0005979598151358732
8,-0.014140092039153472,0.07047772937345598,0.20838641710336966,0.009597316425108908,0.024094465372355836,0.02507035543615459,0.0013356482277306011,0.0019473598907710362,-0.00041844908623882044,-0.0005950129905848956
9,-0.012304220343894423,0.005886282040577773,0.0746035293135372,0.0030642063955915494,0.009183533144409135,0.007757761199161138,0.001562553718155877,0.0009542800170915821,0.004149128967776473,0.0011642412663487368
10,-0.013400439076858093,0.0533006890658075,0.11414402113855475,0.012550034625188472,0.016108570839206516,0.01981027361265956,0.007918854274614579,0.0038156466560908403,0.013151677971013067,0.002251619525659474
11,-0.020337264069859383,-0.00443644436149679,-0.004344847231703917,-0.003778320211778458,0.0028891159035209623,0.0007767338378951832,-0.0018704968837330372,0.0009572268416425597,0.0005598966646857456,5.9182059732133583e-05
12,-0.0248753738783649,-0.00861504157478304,-0.09764720616475696,-0.011425329921565353,-0.01619451988861003,-0.0196241325285228,-0.003706368578992087,-0.0025436007249188394,-0.006208959328909821,-0.0005625979205241419
