,北海道,東北,関東,北陸信越,中部,近畿,中国,四国,九州,沖縄
1,0.0082499149691473,0.0011452008394079959,-0.086963052290504,-0.004356221794316212,-0.014541122981094575,-0.02561607654460761,-0.005540263409610162,-0.00278179425841477,-0.008898700418257357,-0.009904896691706817
2,0.012896565310876462,0.0035074355917845464,-0.08932301645722203,-0.003315055061444198,0.000797302392865293,-0.02529654321738995,0.0015418996762024432,-0.003357284514411434,-0.007057049032316812,-0.017698578756149445
3,0.018470853102551466,0.005253722380067107,0.005974289298518246,0.0072225265628849625,0.021929023866108652,0.019993590411908492,0.006837731099391257,0.0010319639803923915,0.012762893180934152,-0.00025800389615298
4,0.003582622939613379,-0.0019403186536472892,-0.035660820671191626,-0.0025866098988142744,-0.0019088228783385327,-9.180390651166296e-05,0.0038294115187257685,0.0032883068743305315,0.002577458750554169,-0.012960485737445201
5,-0.006931633577496405,-0.005332367210603236,-0.12143776717762124,-0.0056145390828942834,-0.018200068561366047,-0.004463506966681443,-0.0006822421847602739,0.004028104965253073,-0.00836428712099216,-0.0015303575324382875
6,-0.00483547018092319,-0.005828386968551581,-0.08579927393207172,-0.006453417275279665,-0.0036266241374505264,-0.02479845929066113,-0.00542343145663523,-0.0003285296628192343,-0.00724942956265716,0.007087134292292248
7,-0.011584270008688948,-0.0006987211321910717,0.13744945560214636,-0.003216800627493548,0.008655180106380719,0.030966092398283913,0.002495545652782281,0.00011588587561721393,0.007139065338527727,0.0006465148634515329
8,-0.0159840457642732,-0.0004056091653635025,0.25975537776602275,-0.0014191160365771398,0.027607139347441592,0.06787797136450897,0.005817206054324002,0.003338672592574142,0.016553945563156078,-0.0005294420907855529
9,-0.003106728827274674,0.0010529324949207258,0.054347671835213454,-0.000583953347996615,-0.014459588314265779,0.017647456176019656,-0.0017892559017294667,-0.0009803941636935044,0.004729148287322184,-0.004843967675736153
10,0.004872934844288826,0.0020810949644757414,0.05350549097277931,0.00591817831050228,0.004960937239963109,-0.009378705666750514,0.0019503986778586118,-0.0004907733289646353,0.000917867051051594,0.00014038067847885706
11,0.004818647205362312,0.003161274487298748,-0.024194775929404434,0.0038884811486603866,-0.004463850994811527,-0.02214744732589601,-0.003942390356643815,-0.0018068873433960307,-0.0032979912661922606,0.00929620772115749
12,-0.01044939001318333,-0.0019962576275981843,-0.06765357901666472,0.010516527102768307,-0.0067495050854324235,-0.024692567432222718,-0.005094609369905428,-0.0020572710164677497,-0.009812920771130105,0.03055549482503426
