,北海道,東北,関東,北陸信越,中部,近畿,中国,四国,九州,沖縄
2009,-0.0,0.0,0.002,-0.002,-0.014,-0.017,-0.008,-0.002,-0.012,-0.001
2010,-0.0,-0.0,-0.0,0.002,-0.006,-0.017,-0.109,-0.001,-0.031,0.001
2011,0.003,0.002,0.007,0.002,0.002,0.027,0.03,0.001,0.01,0.0
2012,-0.002,0.0,0.067,-0.002,-0.002,-0.004,0.062,0.005,0.025,0.0
2013,-0.002,-0.0,-0.007,-0.002,-0.009,-0.004,-0.014,-0.01,-0.004,-0.0
2014,0.001,-0.001,-0.011,0.002,0.006,0.004,-0.026,0.01,-0.029,-0.0
2015,0.001,0.002,0.007,0.001,0.011,0.002,-0.003,-0.006,0.015,0.0
2016,0.002,-0.0,-0.031,0.001,-0.005,-0.011,0.021,0.001,0.011,0.001
2017,-0.002,-0.002,-0.007,-0.002,-0.003,-0.016,-0.058,-0.008,-0.037,0.0
2018,-0.002,-0.001,-0.023,-0.003,-0.008,-0.021,-0.032,-0.004,-0.03,-0.002
2019,0.0,0.001,0.032,-0.0,0.002,0.004,-0.012,-0.0,-0.009,-0.002
2020,-0.003,-0.004,-0.091,-0.002,-0.01,-0.012,0.05,-0.006,-0.032,-0.001
2021,-0.002,-0.001,-0.043,-0.001,-0.008,-0.037,-0.032,-0.008,-0.056,-0.0
2022,0.003,0.002,0.099,0.001,0.014,0.039,0.018,0.012,0.049,0.001
2023,0.002,0.002,0.09,0.003,0.008,0.034,-0.053,0.005,0.033,0.002
