,北海道,東北,関東,北陸信越,中部,近畿,中国,四国,九州,沖縄
1,-0.005422702437028317,-0.005836534153577934,-0.09395255077407975,0.00660855634747722,-0.031881657266581626,-0.08761215428774675,-0.020425937550050545,-0.026922245425391764,-0.015540520829046734,-0.0009431962839380162
2,-0.0007743405788659504,-0.00014489906041653263,-0.03350761792320234,0.018045149388033307,-0.022448148837223684,-0.010270831799818289,-0.013109114595257312,-0.0317815803155206,-0.011717504019016937,-0.00075540710163819
3,0.0160362688144185,0.005975637251577806,0.05146582787498573,0.003086929583113811,0.010085747399979557,0.010643318984462366,0.008730071790722486,0.0006108944387161016,0.0010081110630046244,0.0006309871084271943
4,0.007414195123393142,0.0010444324274823673,-0.017288196696417343,-0.0046518394356123635,0.0030216284065527578,-0.030482511939199593,-0.012566612513057815,-0.016290131968268264,0.0032013032414692625,-0.0006765820127715962
5,0.0013191610460321131,0.0011255759013156254,0.05943875377534502,0.0005830738191161273,0.01982296425997055,0.04737812878126172,0.005836727352325162,-0.009297882908808066,0.006300983941899729,-0.00018508439983871752
6,-0.005842330115994596,-4.057173691662914e-05,-0.02974024235237249,-0.003689709674446587,-0.0035950422883077883,-0.02397944210770561,-0.0018556739670677223,-0.028767679858856723,-0.0024207803026922037,0.000394511841827413
7,-0.008958239511191714,-0.0034393240980468186,-0.01130444509745621,-0.006970224402276886,-0.005535530505405993,-0.01776153362711136,-0.005910529273763972,0.005498049948444914,0.0006371694683383009,-0.00018972116977204655
8,-0.007574163686092994,-0.002662665134214204,0.09003679856538338,-0.00401428356977962,0.01763904562137257,0.09960438692531341,0.014138863917950816,0.0706632145914513,0.0037994465628687093,-0.0006928107075382479
9,-0.0018848469778982564,0.0003303698577496944,-0.006273549719794197,-0.006334986921410807,-0.004332288707707107,-0.014082256685014763,0.004144306326660061,-0.011785509978039099,0.00632184940659971,-0.0003496897324718986
10,0.004031671457029604,0.0005714818942828047,0.01609654682355178,0.004869767622478829,0.00900538000551389,-0.010038993303151836,0.010424811201354252,0.024390569041794104,0.0024941958266365832,0.0003435073725607935
11,0.006433518282494049,0.003726803833913219,0.024853086842643677,0.0003396433976163525,0.01970472662667066,0.0789753974919325,0.01411568006828417,0.01007917864257401,0.009729875307596557,0.002476421541892154
12,-0.00477819141629558,-0.0006503069831493985,-0.049824411318587246,-0.007872076154309385,-0.011486824714833822,-0.04237350843322193,-0.003522592758099514,0.013603123791904084,-0.0038141296676575814,-5.2936456738839745e-05
